Event	 	 	 	 	  	 	  Timestamp
Girl_id19 Chooses Boy_id11 		2017-04-09.22:30:28
Boy_id1 Chooses Girl_id9 		2017-04-09.22:30:28
Girl_id12 Chooses Boy_id17 		2017-04-09.22:30:28
Boy_id16 Chooses Girl_id1 		2017-04-09.22:30:28
Girl_id2 Chooses Boy_id22 		2017-04-09.22:30:28
Boy_id10 Chooses Girl_id7 		2017-04-09.22:30:28
Girl_id17 Chooses Boy_id6 		2017-04-09.22:30:28
Boy_id23 Chooses Girl_id6 		2017-04-09.22:30:28
Girl_id3 Chooses Boy_id13 		2017-04-09.22:30:28
Boy_id20 Chooses Girl_id5 		2017-04-09.22:30:28
Girl_id16 Chooses Boy_id9 		2017-04-09.22:30:28
Boy_id7 Chooses Girl_id4 		2017-04-09.22:30:28
Girl_id18 Chooses Boy_id8 		2017-04-09.22:30:28
Event	 	 	 	Gift Id 	 	 	 Couple ID	 	 	  Timestamp
Distribution of Gift	 	gift_id_491	 	 Boy_id11_Girl_id19	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id11_Girl_id19	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id11_Girl_id19	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_491	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_403	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_597	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_440	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_215	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_315	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_533	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_616	 	 Boy_id1_Girl_id9	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_491	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_403	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_597	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_440	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_215	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_315	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_533	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_616	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_605	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_288	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_68	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_162	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_78	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_490	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_235	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_493	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_299	 	 Boy_id17_Girl_id12	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_491	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_403	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_597	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_440	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_215	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_315	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_533	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_616	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_605	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_288	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_68	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_162	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_78	 	 Boy_id16_Girl_id1	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_491	 	 Boy_id22_Girl_id2	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id22_Girl_id2	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id22_Girl_id2	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_403	 	 Boy_id22_Girl_id2	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_597	 	 Boy_id22_Girl_id2	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_440	 	 Boy_id22_Girl_id2	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_491	 	 Boy_id10_Girl_id7	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id10_Girl_id7	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id10_Girl_id7	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_403	 	 Boy_id10_Girl_id7	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_597	 	 Boy_id10_Girl_id7	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_440	 	 Boy_id10_Girl_id7	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_215	 	 Boy_id10_Girl_id7	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_491	 	 Boy_id6_Girl_id17	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id6_Girl_id17	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id6_Girl_id17	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_403	 	 Boy_id6_Girl_id17	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_597	 	 Boy_id6_Girl_id17	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_440	 	 Boy_id6_Girl_id17	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_215	 	 Boy_id6_Girl_id17	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_491	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_116	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_608	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_403	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_597	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_440	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_215	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_315	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_533	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_616	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_605	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_288	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_68	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
Distribution of Gift	 	gift_id_162	 	 Boy_id23_Girl_id6	 	2017-04-09.22:30:28
